police_beat,street_name,street_type,injured,killed,full_name,year
827,54TH,ST,0,0,54TH ST,2018
437,PARADISE VALLEY,RD,1,0,PARADISE VALLEY RD,2018
326,COLLWOOD,BLVD,0,0,COLLWOOD BLVD,2018
613,WEST POINT LOMA,BLVD,2,0,WEST POINT LOMA BLVD,2018
124,TORREY PINES,RD,1,0,TORREY PINES RD,2018
934,EL CAMINO REAL,nan,0,0,EL CAMINO REAL ,2018
122,MISSION BAY,DR,3,0,MISSION BAY DR,2018
934,CARMEL COUNTRY,RD,0,0,CARMEL COUNTRY RD,2018
115,LEBON,DR,0,0,LEBON DR,2018
315,CAM DEL RIO NORTH,nan,0,0,CAM DEL RIO NORTH ,2018
725,PACIFIC RIVIERA,WAY,0,0,PACIFIC RIVIERA WAY,2018
438,SAIPAN,DR,0,0,SAIPAN DR,2018
122,INGRAHAM,ST,1,0,INGRAHAM ST,2018
443,43RD,ST,1,0,43RD ST,2018
722,CORONADO,AVE,0,0,CORONADO AVE,2018
722,CORONADO,AVE,0,0,CORONADO AVE,2018
246,CAMTO ARCADA,nan,0,0,CAMTO ARCADA ,2018
623,FRIARS,RD,0,0,FRIARS RD,2018
524,B,ST,0,0,B ST,2018
443,DIVISION,ST,1,0,DIVISION ST,2018
124,INSPIRATION,DR,0,0,INSPIRATION DR,2018
111,CHATEAU,DR,0,0,CHATEAU DR,2018
233,BLACK MTN,RD,1,0,BLACK MTN RD,2018
122,GRAND,AVE,1,0,GRAND AVE,2018
831,UNIVERSITY,AVE,1,0,UNIVERSITY AVE,2018
627,CLEVELAND,AVE,0,0,CLEVELAND AVE,2018
442,43RD,ST,2,0,43RD ST,2018
721,PALM,AVE,0,0,PALM AVE,2018
934,CARMEL MTN,RD,0,0,CARMEL MTN RD,2018
111,BALBOA,AVE,0,0,BALBOA AVE,2018
437,PARADISE VALLEY,RD,1,0,PARADISE VALLEY RD,2018
511,26TH,ST,0,0,26TH ST,2018
837,HOME,AVE,0,0,HOME AVE,2018
627,ALBATROSS,ST,1,0,ALBATROSS ST,2018
233,SALMON RIVER,RD,0,0,SALMON RIVER RD,2018
622,FRIARS,RD,0,0,FRIARS RD,2018
613,VOLTAIRE,ST,0,0,VOLTAIRE ST,2018
517,BROADWAY,nan,1,0,BROADWAY ,2018
115,GENESEE,AVE,1,0,GENESEE AVE,2018
822,EL CAJON,BLVD,0,0,EL CAJON BLVD,2018
813,OHIO,ST,1,0,OHIO ST,2018
313,KEARNY VILLA,RD,1,0,KEARNY VILLA RD,2018
326,COLLEGE,AVE,0,0,COLLEGE AVE,2018
835,POPLAR,ST,1,0,POPLAR ST,2018
834,CENTRAL,AVE,0,0,CENTRAL AVE,2018
115,PALMILLA,DR,1,0,PALMILLA DR,2018
828,WINONA,AVE,0,0,WINONA AVE,2018
432,COBAN,ST,1,0,COBAN ST,2018
521,07TH,AVE,1,0,07TH AVE,2018
813,30TH,ST,0,0,30TH ST,2018
115,ROSENDA,CT,0,0,ROSENDA CT,2018
541,PARK,BLVD,1,0,PARK BLVD,2018
712,BEYER,BLVD,0,1,BEYER BLVD,2018
121,WEST MISSION BAY,DR,1,0,WEST MISSION BAY DR,2018
521,F,ST,1,0,F ST,2018
122,ARCHER,ST,0,0,ARCHER ST,2018
611,CAMINO DEL RIO W,nan,1,0,CAMINO DEL RIO W ,2018
838,UNIVERSITY,AVE,1,0,UNIVERSITY AVE,2018
242,MARAUDER,WAY,1,0,MARAUDER WAY,2018
611,NORTH HARBOR,DR,1,0,NORTH HARBOR DR,2018
115,EXECUTIVE,DR,2,0,EXECUTIVE DR,2018
434,MINERVA,DR,0,0,MINERVA DR,2018
121,OCEAN FRONT,WALK,1,0,OCEAN FRONT WALK,2018
531,ZOO,PL,0,0,ZOO PL,2018
311,LARKIN,PL,2,0,LARKIN PL,2018
611,BARNETT,AVE,0,0,BARNETT AVE,2018
514,24TH,ST,1,0,24TH ST,2018
614,LONG BRANCH,AVE,1,0,LONG BRANCH AVE,2018
246,SPRING CANYON,RD,0,0,SPRING CANYON RD,2018
122,INGRAHAM,ST,1,0,INGRAHAM ST,2018
713,HERITAGE,RD,1,0,HERITAGE RD,2018
122,MISSION,BLVD,1,0,MISSION BLVD,2018
122,BERYL,ST,1,0,BERYL ST,2018
313,ARMOUR,ST,1,0,ARMOUR ST,2018
621,GENESEE,AVE,1,0,GENESEE AVE,2018
441,OCEAN VIEW,BLVD,1,0,OCEAN VIEW BLVD,2018
112,MT ACADIA,BLVD,0,0,MT ACADIA BLVD,2018
315,CAM DEL RIO NORTH,nan,1,0,CAM DEL RIO NORTH ,2018
514,G,ST,0,0,G ST,2018
837,GATEWAY,DR,0,0,GATEWAY DR,2018
315,STATION VILLAGE,LN,0,0,STATION VILLAGE LN,2018
517,B,ST,0,0,B ST,2018
312,ANTIGUA,BLVD,2,0,ANTIGUA BLVD,2018
432,CHURCHWARD,ST,1,0,CHURCHWARD ST,2018
723,MONTEREY PINE,DR,2,0,MONTEREY PINE DR,2018
721,SATURN,BLVD,1,0,SATURN BLVD,2018
437,WOODMAN,ST,1,0,WOODMAN ST,2018
841,CELIA VISTA,DR,1,0,CELIA VISTA DR,2018
315,MISSION CENTER,RD,1,0,MISSION CENTER RD,2018
712,CAM DE LA PLAZA,nan,0,0,CAM DE LA PLAZA ,2018
313,CLAIREMONT MESA,BLVD,0,0,CLAIREMONT MESA BLVD,2018
831,ORANGE,AVE,2,0,ORANGE AVE,2018
122,HAINES,ST,0,0,HAINES ST,2018
446,IMPERIAL,AVE,1,0,IMPERIAL AVE,2018
234,BERNARDO CENTER,DR,1,0,BERNARDO CENTER DR,2018
813,ILLINOIST,ST,0,0,ILLINOIST ST,2018
315,CAM DEL RIO SOUTH,nan,1,0,CAM DEL RIO SOUTH ,2018
621,LINDA VISTA,RD,0,0,LINDA VISTA RD,2018
112,MT ACADIA,BLVD,0,0,MT ACADIA BLVD,2018
323,COLLEGE,AVE,0,0,COLLEGE AVE,2018
521,MARKET,ST,1,0,MARKET ST,2018
526,ASH,ST,0,0,ASH ST,2018
712,SMYTHE,AVE,1,0,SMYTHE AVE,2018
999,CAMPO,RD,0,0,CAMPO RD,2018
243,CARROLL,RD,1,0,CARROLL RD,2018
813,FLORIDA,ST,0,0,FLORIDA ST,2018
611,ROSECRANS,ST,1,0,ROSECRANS ST,2018
122,LAMONT,ST,1,0,LAMONT ST,2018
832,VAN DYKE,AVE,0,0,VAN DYKE AVE,2018
522,04TH,AVE,0,0,04TH AVE,2018
834,MARLBOROUGH,AVE,0,0,MARLBOROUGH AVE,2018
627,08TH,AVE,0,0,08TH AVE,2018
452,LEGHORN,AVE,0,0,LEGHORN AVE,2018
113,JEMEZ,DR,1,0,JEMEZ DR,2018
522,PACIFIC,nan,1,0,PACIFIC ,2018
934,EL CAMINO REAL,nan,1,0,EL CAMINO REAL ,2018
621,LINDA VISTA,RD,1,0,LINDA VISTA RD,2018
115,EASTGATE,MALL,2,0,EASTGATE MALL,2018
443,I-5 NB,nan,2,0,I-5 NB ,2018
321,WARD,RD,0,0,WARD RD,2018
526,01ST,AVE,1,0,01ST AVE,2018
524,06TH,AVE,0,0,06TH AVE,2018
511,HARBOR,DR,0,0,HARBOR DR,2018
834,MARLBOROUGH,AVE,1,0,MARLBOROUGH AVE,2018
313,MERCURY,ST,1,0,MERCURY ST,2018
447,HOME,AVE,0,0,HOME AVE,2018
529,HAWTHORN,ST,0,0,HAWTHORN ST,2018
441,NEWTON,AVE,0,0,NEWTON AVE,2018
313,OTHELLO,AVE,0,0,OTHELLO AVE,2018
821,EL CAJON,BLVD,0,0,EL CAJON BLVD,2018
243,TRADE,ST,2,0,TRADE ST,2018
528,CEDAR,ST,0,0,CEDAR ST,2018
434,SAN VICENTE,ST,4,0,SAN VICENTE ST,2018
621,LINDA VISTA,RD,0,0,LINDA VISTA RD,2018
934,VALLEY CENTRE,DR,0,0,VALLEY CENTRE DR,2018
821,EL CAJON,BLVD,1,0,EL CAJON BLVD,2018
233,BLACK MTN,RD,0,0,BLACK MTN RD,2018
821,ADELAIDEA,AVE,0,0,ADELAIDEA AVE,2018
115,GENESEE,AVE,1,0,GENESEE AVE,2018
511,NEWTON,AVE,0,0,NEWTON AVE,2018
115,REGENTS,RD,0,0,REGENTS RD,2018
234,BERNARDO CENTER,DR,1,0,BERNARDO CENTER DR,2018
841,CELIA VISTA,DR,0,0,CELIA VISTA DR,2018
122,GRESHAM,ST,0,0,GRESHAM ST,2018
115,AGEE,ST,0,0,AGEE ST,2018
625,TAYLOR,ST,0,0,TAYLOR ST,2018
311,GRANITE RIDGE,DR,0,0,GRANITE RIDGE DR,2018
431,BEVERLY,ST,0,0,BEVERLY ST,2018
122,GARNET,AVE,1,0,GARNET AVE,2018
432,SOLOLA,AVE,0,0,SOLOLA AVE,2018
433,FERGUS,ST,0,0,FERGUS ST,2018
114,CLAIREMONT MESA,BLVD,1,0,CLAIREMONT MESA BLVD,2018
526,PARK,BLVD,0,0,PARK BLVD,2018
126,GILMAN,DR,0,0,GILMAN DR,2018
124,MIDWAY,ST,0,0,MIDWAY ST,2018
242,WESTMORE,RD,0,0,WESTMORE RD,2018
528,ASH,ST,2,0,ASH ST,2018
115,REGENTS,RD,1,0,REGENTS RD,2018
627,08TH,AVE,0,0,08TH AVE,2018
832,UNIVERSITY,AVE,1,0,UNIVERSITY AVE,2018
243,MIRAMAR,RD,0,0,MIRAMAR RD,2018
627,05TH,AVE,0,0,05TH AVE,2018
511,17TH,ST,1,0,17TH ST,2018
111,BALBOA,AVE,0,0,BALBOA AVE,2018
827,54TH,ST,0,0,54TH ST,2018
526,02ND,AVE,0,0,02ND AVE,2018
313,AERO,DR,1,0,AERO DR,2018
234,BERNARDO CENTER,DR,0,0,BERNARDO CENTER DR,2018
124,NAUTILUS,ST,0,0,NAUTILUS ST,2018
231,POWAY,RD,3,0,POWAY RD,2018
124,VILLA LA JOLLA,DR,0,0,VILLA LA JOLLA DR,2018
529,05TH,AVE,1,0,05TH AVE,2018
611,LYTTON,ST,1,0,LYTTON ST,2018
115,NOBEL,DR,0,0,NOBEL DR,2018
327,MONTEZUMA,RD,1,0,MONTEZUMA RD,2018
723,IRIS,AVE,0,0,IRIS AVE,2018
524,03RD,AVE,1,0,03RD AVE,2018
111,MT ALIFAN,DR,0,0,MT ALIFAN DR,2018
445,HILLTOP,DR,0,0,HILLTOP DR,2018
124,LA JOLLA SCENIC N,DR,0,0,LA JOLLA SCENIC N DR,2018
123,SEA WORLD,DR,0,0,SEA WORLD DR,2018
115,NOBEL,DR,0,0,NOBEL DR,2018
627,CURLEW,ST,1,0,CURLEW ST,2018
123,MISSION BAY,DR,2,0,MISSION BAY DR,2018
326,BAJA,DR,0,0,BAJA DR,2018
529,01ST,AVE,0,0,01ST AVE,2018
235,STATE ROUTE 78,nan,1,0,STATE ROUTE 78 ,2018
813,UNIVERSITY,AVE,1,0,UNIVERSITY AVE,2018
441,IMPERIAL,AVE,1,0,IMPERIAL AVE,2018
124,GILMAN,DR,1,0,GILMAN DR,2018
611,FREEMAN,ST,2,0,FREEMAN ST,2018
813,30TH,ST,1,0,30TH ST,2018
618,SUNSET CLIFFS,BLVD,0,0,SUNSET CLIFFS BLVD,2018
614,SUNSET CLIFFS,BLVD,0,0,SUNSET CLIFFS BLVD,2018
445,HILLTOP,DR,0,0,HILLTOP DR,2018
235,OLD MILKY,WAY,1,0,OLD MILKY WAY,2018
613,NIMITZ,BLVD,2,0,NIMITZ BLVD,2018
451,54TH,ST,0,0,54TH ST,2018
627,WASHINGTON,ST,1,0,WASHINGTON ST,2018
115,COZZENS,ST,0,0,COZZENS ST,2018
622,NAPA,ST,0,0,NAPA ST,2018
713,CALIENTE,AVE,0,0,CALIENTE AVE,2018
512,33RD,ST,0,0,33RD ST,2018
124,LA JOLLA HERMOSA,AVE,0,0,LA JOLLA HERMOSA AVE,2018
621,GENESEE,AVE,1,0,GENESEE AVE,2018
813,UNIVERSITY,AVE,3,0,UNIVERSITY AVE,2018
524,08TH,AVE,1,0,08TH AVE,2018
725,PALM,AVE,1,0,PALM AVE,2018
233,CAMTO BOLSA,nan,0,0,CAMTO BOLSA ,2018
241,SPRING CANYON,RD,2,0,SPRING CANYON RD,2018
234,RANCHO BERNARDO,RD,0,0,RANCHO BERNARDO RD,2018
822,COLLEGE,AVE,1,0,COLLEGE AVE,2018
234,BERNARDO CENTER,DR,3,0,BERNARDO CENTER DR,2018
613,MIDWAY,DR,0,0,MIDWAY DR,2018
235,SAN PASQUAL VALLEY,RD,0,0,SAN PASQUAL VALLEY RD,2018
721,SATURN,BLVD,0,0,SATURN BLVD,2018
315,FRIARS,RD,1,0,FRIARS RD,2018
234,POMERADO,RD,2,0,POMERADO RD,2018
124,SOLEDAD,RD,0,0,SOLEDAD RD,2018
824,MONROE,AVE,0,0,MONROE AVE,2018
122,GRESHAM,ST,0,0,GRESHAM ST,2018
312,SNOOK,ST,0,0,SNOOK ST,2018
712,VIA DE SAN YSIDRO,nan,0,0,VIA DE SAN YSIDRO ,2018
122,MISSION,BLVD,1,0,MISSION BLVD,2018
511,MAIN,ST,1,0,MAIN ST,2018
445,EUCLID,AVE,1,0,EUCLID AVE,2018
822,EL CAJON,BLVD,1,0,EL CAJON BLVD,2018
511,CESAR E CHAVEZ,PARKWAY,1,0,CESAR E CHAVEZ PARKWAY,2018
524,KETTNER,BLVD,1,0,KETTNER BLVD,2018
931,EASTGATE,MALL,1,0,EASTGATE MALL,2018
525,UNION,ST,0,0,UNION ST,2018
611,NORTH HARBOR,DR,1,0,NORTH HARBOR DR,2018
934,CARMEL CREEK,RD,1,0,CARMEL CREEK RD,2018
122,GRAND,AVE,1,0,GRAND AVE,2018
521,14TH,ST,0,0,14TH ST,2018
524,COLUMBIA,ST,1,0,COLUMBIA ST,2018
314,HEALTH CENTER,DR,0,0,HEALTH CENTER DR,2018
613,WEST POINT LOMA,BLVD,1,0,WEST POINT LOMA BLVD,2018
626,PRINGLE,ST,0,0,PRINGLE ST,2018
813,MADISON,AVE,0,0,MADISON AVE,2018
234,VIA TAZON,nan,0,0,VIA TAZON ,2018
611,ROSECRANS,ST,0,0,ROSECRANS ST,2018
123,VACATION,RD,0,0,VACATION RD,2018
613,WEST POINT LOMA,BLVD,1,0,WEST POINT LOMA BLVD,2018
833,EUCLID,AVE,1,0,EUCLID AVE,2018
122,GRAND,AVE,1,0,GRAND AVE,2018
527,LAUREL,ST,0,0,LAUREL ST,2018
313,OPPORTUNITY,RD,5,0,OPPORTUNITY RD,2018
232,CARMEL MTN,RD,0,0,CARMEL MTN RD,2018
234,BERNARDO HEIGHTS,PARKWAY,0,1,BERNARDO HEIGHTS PARKWAY,2018
233,BLACK MTN,RD,1,0,BLACK MTN RD,2018
313,CLAIREMONT MESA,BLVD,1,0,CLAIREMONT MESA BLVD,2018
832,MARLBOROUGH,AVE,0,0,MARLBOROUGH AVE,2018
122,GRAND,AVE,3,0,GRAND AVE,2018
517,C,ST,0,0,C ST,2018
311,MURPHY CANYON,RD,1,0,MURPHY CANYON RD,2018
313,CLAIREMONT MESA,BLVD,0,0,CLAIREMONT MESA BLVD,2018
115,LA JOLLA VILLAGE,DR,0,0,LA JOLLA VILLAGE DR,2018
431,ROSWELL,ST,0,0,ROSWELL ST,2018
512,25TH,ST,0,0,25TH ST,2018
836,REDWOOD,ST,0,0,REDWOOD ST,2018
813,ALABAMA,ST,0,0,ALABAMA ST,2018
111,WARHAWK,WAY,1,0,WARHAWK WAY,2018
823,COLLEGE,AVE,2,0,COLLEGE AVE,2018
233,CARMEL MTN,RD,2,0,CARMEL MTN RD,2018
327,ROLANDO,CT,0,0,ROLANDO CT,2018
112,GENESEE,AVE,2,0,GENESEE AVE,2018
521,13TH,ST,1,0,13TH ST,2018
825,ADAMS,AVE,2,0,ADAMS AVE,2018
314,COLLEGE MESA,DR,0,0,COLLEGE MESA DR,2018
531,EL PRADO,nan,1,0,EL PRADO ,2018
122,GARNET,AVE,1,0,GARNET AVE,2018
242,FLANDERS,DR,1,0,FLANDERS DR,2018
821,EL CAJON,BLVD,0,0,EL CAJON BLVD,2018
625,WALLACE,ST,0,0,WALLACE ST,2018
621,ULRIC,ST,1,0,ULRIC ST,2018
512,30TH,ST,1,0,30TH ST,2018
451,54TH,ST,0,0,54TH ST,2018
321,WARING,RD,2,0,WARING RD,2018
325,LAURELRIDGE,RD,1,0,LAURELRIDGE RD,2018
115,GENESEE,AVE,0,0,GENESEE AVE,2018
437,OLAMAR,WAY,0,0,OLAMAR WAY,2018
615,LOCUST,ST,0,0,LOCUST ST,2018
326,CAM DEL RIO SOUTH,nan,0,0,CAM DEL RIO SOUTH ,2018
615,NIMITZ,BLVD,0,0,NIMITZ BLVD,2018
451,54TH,ST,0,1,54TH ST,2018
832,UNIVERSITY,AVE,1,0,UNIVERSITY AVE,2018
115,DECORO,ST,1,0,DECORO ST,2018
114,CLAIREMONT MESA,BLVD,1,0,CLAIREMONT MESA BLVD,2018
313,KEARNY VILLA,RD,0,0,KEARNY VILLA RD,2018
321,MISSION GORGE,RD,1,0,MISSION GORGE RD,2018
324,LAKE ARROWHEAD,DR,4,0,LAKE ARROWHEAD DR,2018
622,LOVELOCK,ST,0,0,LOVELOCK ST,2018
832,FAIRMOUNT,AVE,2,0,FAIRMOUNT AVE,2018
315,CAM DE LA REINA,nan,0,0,CAM DE LA REINA ,2018
122,LA MANCHA,DR,1,0,LA MANCHA DR,2018
712,SAN YSIDRO,BLVD,1,0,SAN YSIDRO BLVD,2018
624,POLK,AVE,1,0,POLK AVE,2018
315,NORTHSIDE,DR,2,0,NORTHSIDE DR,2018
934,VISTA SORRENTO,PARKWAY,0,0,VISTA SORRENTO PARKWAY,2018
527,GRAPE,ST,1,0,GRAPE ST,2018
623,HOTEL CIRCLE,PL,1,0,HOTEL CIRCLE PL,2018
122,RIVIERA,DR,1,0,RIVIERA DR,2018
813,EL CAJON,BLVD,0,0,EL CAJON BLVD,2018
242,MAYA LINDA,RD,1,0,MAYA LINDA RD,2018
521,15TH,ST,0,0,15TH ST,2018
931,SCRANTON,RD,0,0,SCRANTON RD,2018
323,RIDGE MANOR,AVE,0,0,RIDGE MANOR AVE,2018
521,MARKET,ST,0,0,MARKET ST,2018
434,JAMACHA,RD,1,0,JAMACHA RD,2018
451,EUCLID,AVE,0,0,EUCLID AVE,2018
811,MONROE,AVE,0,0,MONROE AVE,2018
242,BELGIAN,ST,0,0,BELGIAN ST,2018
824,EL CAJON,BLVD,1,0,EL CAJON BLVD,2018
121,VENTURA,PL,1,0,VENTURA PL,2018
451,COLLEGE,AVE,0,0,COLLEGE AVE,2018
452,BALMORAL,DR,0,0,BALMORAL DR,2018
313,CONVOY,CT,0,0,CONVOY CT,2018
524,01ST,AVE,1,0,01ST AVE,2018
327,ALVARADO,RD,2,0,ALVARADO RD,2018
526,01ST,AVE,0,0,01ST AVE,2018
314,FINCH,LN,1,0,FINCH LN,2018
321,MISSION GORGE,RD,0,0,MISSION GORGE RD,2018
124,PEARL,ST,1,0,PEARL ST,2018
122,FELSPAR,ST,0,0,FELSPAR ST,2018
622,FRIARS,RD,1,0,FRIARS RD,2018
621,GENESEE,AVE,2,0,GENESEE AVE,2018
813,EL CAJON,BLVD,1,0,EL CAJON BLVD,2018
937,SAN DIEGUITO,RD,1,0,SAN DIEGUITO RD,2018
523,05TH,AVE,1,0,05TH AVE,2018
613,MENDOCINO,BLVD,0,0,MENDOCINO BLVD,2018
446,LA PAZ,DR,2,0,LA PAZ DR,2018
115,GOVERNOR,DR,0,0,GOVERNOR DR,2018
723,PICADOR,BLVD,1,0,PICADOR BLVD,2018
233,FAIRGROVE,LN,0,0,FAIRGROVE LN,2018
242,GREENFORD,DR,1,0,GREENFORD DR,2018
838,UNIVERSITY,AVE,1,0,UNIVERSITY AVE,2018
824,EL CAJON,BLVD,1,0,EL CAJON BLVD,2018
811,EL CAJON,BLVD,0,0,EL CAJON BLVD,2018
438,PARKSIDE,AVE,1,0,PARKSIDE AVE,2018
522,KETTNER,BLVD,1,0,KETTNER BLVD,2018
231,SCABARD,PL,0,0,SCABARD PL,2018
611,ROSECRANS,ST,0,0,ROSECRANS ST,2018
121,OCEAN FRONT,WALK,1,0,OCEAN FRONT WALK,2018
111,BALBOA,AVE,0,0,BALBOA AVE,2018
833,DWIGHT,ST,0,0,DWIGHT ST,2018
825,ADAMS,AVE,1,0,ADAMS AVE,2018
813,EL CAJON,BLVD,1,0,EL CAJON BLVD,2018
112,ACWORTH,AVE,0,0,ACWORTH AVE,2018
529,06TH,AVE,1,0,06TH AVE,2018
712,CAMINO DE LA PALZA,nan,0,0,CAMINO DE LA PALZA ,2018
122,MOORLAND,DR,0,0,MOORLAND DR,2018
826,ORANGE,AVE,3,0,ORANGE AVE,2018
623,FRIARS,RD,0,0,FRIARS RD,2018
242,IVORY COAST,DR,0,0,IVORY COAST DR,2018
524,01ST,AVE,0,0,01ST AVE,2018
124,BEAUMONT,AVE,0,0,BEAUMONT AVE,2018
524,09TH,AVE,3,0,09TH AVE,2018
122,MISSION,BLVD,2,0,MISSION BLVD,2018
614,SUNSET CLIFFS,BLVD,0,0,SUNSET CLIFFS BLVD,2018
627,UNIVERSITY,AVE,0,0,UNIVERSITY AVE,2018
614,SUNSET CLIFFS,BLVD,1,0,SUNSET CLIFFS BLVD,2018
524,A,ST,0,0,A ST,2018
313,ENGINEER,RD,0,0,ENGINEER RD,2018
611,PACIFIC,nan,1,0,PACIFIC ,2018
326,CRESITA,DR,0,0,CRESITA DR,2018
246,CARA,WAY,1,0,CARA WAY,2018
529,01ST,AVE,0,0,01ST AVE,2018
126,NORTH TORREY PINES,RD,1,0,NORTH TORREY PINES RD,2018
614,SUNSET CLIFFS,BLVD,0,0,SUNSET CLIFFS BLVD,2018
234,RANCHO BERNARDO,RD,1,0,RANCHO BERNARDO RD,2018
122,GARNET,AVE,0,0,GARNET AVE,2018
122,CASS,ST,0,0,CASS ST,2018
311,MURPHY CANYON,RD,0,0,MURPHY CANYON RD,2018
524,06TH,AVE,0,0,06TH AVE,2018
241,SPRING CANYON,RD,1,0,SPRING CANYON RD,2018
723,DEL SOL,BLVD,1,0,DEL SOL BLVD,2018
813,FLORIDA,ST,0,0,FLORIDA ST,2018
512,NATIONAL,AVE,1,0,NATIONAL AVE,2018
114,GENESEE,AVE,1,0,GENESEE AVE,2018
242,MIRA MESA,BLVD,1,0,MIRA MESA BLVD,2018
123,WEST MISSION BAY,DR,2,0,WEST MISSION BAY DR,2018
526,05TH,AVE,0,0,05TH AVE,2018
628,HANCOCK,ST,1,0,HANCOCK ST,2018
712,VIA DE SAN YSIDRO,nan,0,0,VIA DE SAN YSIDRO ,2018
321,RANCHO MISSION,RD,0,0,RANCHO MISSION RD,2018
322,51ST,ST,0,0,51ST ST,2018
313,CONVOY,ST,0,0,CONVOY ST,2018
122,GARNET,AVE,1,0,GARNET AVE,2018
612,CHATSWORTH,BLVD,0,0,CHATSWORTH BLVD,2018
624,EL CAJON,BLVD,0,0,EL CAJON BLVD,2018
431,BOLLENBACHER,ST,1,0,BOLLENBACHER ST,2018
235,SAN PASQUAL VALLEY,RD,0,0,SAN PASQUAL VALLEY RD,2018
824,EL CAJON,BLVD,2,0,EL CAJON BLVD,2018
311,MURPHY CANYON,RD,0,0,MURPHY CANYON RD,2018
621,COOLIDGE,ST,0,0,COOLIDGE ST,2018
122,MISSION BAY,DR,2,0,MISSION BAY DR,2018
826,49TH,ST,0,0,49TH ST,2018
124,HERSCHEL,AVE,1,0,HERSCHEL AVE,2018
813,NORTH PARK,WAY,0,0,NORTH PARK WAY,2018
124,LA JOLLA,BLVD,1,0,LA JOLLA BLVD,2018
524,MARKET,ST,1,0,MARKET ST,2018
447,EUCLID,AVE,2,0,EUCLID AVE,2018
524,G,ST,1,0,G ST,2018
122,GARNET,AVE,0,0,GARNET AVE,2018
122,BRAEMAR,LN,1,0,BRAEMAR LN,2018
242,MIRA MESA,BLVD,1,0,MIRA MESA BLVD,2018
627,LEWIS,ST,0,0,LEWIS ST,2018
122,GARNET,AVE,0,0,GARNET AVE,2018
523,05TH,AVE,1,0,05TH AVE,2018
315,HAZARD CENTER,DR,1,0,HAZARD CENTER DR,2018
321,FRIARS,RD,0,0,FRIARS RD,2018
713,DRUCKER,LN,1,0,DRUCKER LN,2018
516,G,ST,0,0,G ST,2018
824,EUCLID,AVE,1,0,EUCLID AVE,2018
116,MORENA,BLVD,0,0,MORENA BLVD,2018
611,MIDWAY,DR,1,0,MIDWAY DR,2018
122,OCEAN,BLVD,1,0,OCEAN BLVD,2018
121,SANTA RITA,PL,0,0,SANTA RITA PL,2018
614,MUIR,AVE,0,0,MUIR AVE,2018
613,LOMA RIVIERA,DR,0,0,LOMA RIVIERA DR,2018
813,EL CAJON,BLVD,1,0,EL CAJON BLVD,2018
626,WASHINGTON,ST,0,0,WASHINGTON ST,2018
112,MT ELBRUS,CT,0,0,MT ELBRUS CT,2018
232,CARMEL MTN,RD,0,0,CARMEL MTN RD,2018
124,GILMAN,DR,1,0,GILMAN DR,2018
531,PERSHING,DR,1,0,PERSHING DR,2018
122,HAINES,ST,0,0,HAINES ST,2018
528,HAWTHORN,ST,0,0,HAWTHORN ST,2018
524,A,ST,0,0,A ST,2018
313,CLAIREMONT MESA,BLVD,0,0,CLAIREMONT MESA BLVD,2018
937,CAMINO SAN BERNARDO,nan,2,0,CAMINO SAN BERNARDO ,2018
621,LINDA VISTA,RD,0,0,LINDA VISTA RD,2018
813,UNIVERSITY,AVE,0,0,UNIVERSITY AVE,2018
614,CABLE,ST,1,0,CABLE ST,2018
712,CAM DE LA PLAZA,nan,0,0,CAM DE LA PLAZA ,2018
242,CALLE DARIO,nan,2,0,CALLE DARIO ,2018
323,COLLEGE,AVE,0,0,COLLEGE AVE,2018
115,LA JOLLA VILLAGE,DR,2,0,LA JOLLA VILLAGE DR,2018
121,MISSION,BLVD,0,0,MISSION BLVD,2018
824,EL CAJON,BLVD,1,0,EL CAJON BLVD,2018
614,SUNSET CLIFFS,BLVD,0,0,SUNSET CLIFFS BLVD,2018
831,ORANGE,AVE,3,0,ORANGE AVE,2018
116,CLAIREMONT,DR,1,1,CLAIREMONT DR,2018
624,EL CAJON,BLVD,0,0,EL CAJON BLVD,2018
315,RIO SAN DIEGO,DR,0,0,RIO SAN DIEGO DR,2018
937,BABCOCK,ST,0,0,BABCOCK ST,2018
813,BOUNDARY,ST,0,0,BOUNDARY ST,2018
838,38TH,ST,0,0,38TH ST,2018
824,ESTRELLA,AVE,0,0,ESTRELLA AVE,2018
451,BAYVIEW HEIGHTS,PL,0,0,BAYVIEW HEIGHTS PL,2018
517,BROADWAY,nan,1,0,BROADWAY ,2018
827,UNIVERSITY,AVE,1,0,UNIVERSITY AVE,2018
442,43RD,ST,3,0,43RD ST,2018
622,LINDA VISTA,RD,0,0,LINDA VISTA RD,2018
713,CALIENTE,AVE,1,0,CALIENTE AVE,2018
614,SUNSET CLIFFS,BLVD,0,0,SUNSET CLIFFS BLVD,2018
611,ROSECRANS,nan,1,0,ROSECRANS ,2018
521,BROADWAY,nan,1,0,BROADWAY ,2018
813,UNIVERSITY,AVE,0,0,UNIVERSITY AVE,2018
826,53RD,ST,1,0,53RD ST,2018
313,KEARNY MESA,RD,0,0,KEARNY MESA RD,2018
713,NIELS BOHR,CT,0,0,NIELS BOHR CT,2018
839,LANDIS,ST,1,0,LANDIS ST,2018
315,CAM DEL RIO SOUTH,nan,1,0,CAM DEL RIO SOUTH ,2018
623,FRIARS,RD,0,0,FRIARS RD,2018
813,UNIVERSITY,AVE,0,1,UNIVERSITY AVE,2018
122,FANUEL,ST,0,0,FANUEL ST,2018
