report_id,date_time,police_beat,street_name,street_type,injured,killed,hit_run_lvl,full_name
183842,2018-05-17 13:00:00,122,GARNET,AVE,0,0,nan,GARNET AVE
183919,2018-05-17 13:20:00,437,PARADISE VALLEY,RD,0,0,MISDEMEANOR,PARADISE VALLEY RD
183933,2018-05-17 13:25:00,611,ENTERPRISE,ST,1,0,nan,ENTERPRISE ST
183910,2018-05-17 13:55:00,931,CAM SANTA FE,,0,0,MISDEMEANOR,CAM SANTA FE 
183975,2018-05-17 14:40:00,622,LINDA VISTA,RD,0,0,MISDEMEANOR,LINDA VISTA RD
184188,2018-05-17 16:15:00,529,BRANT,ST,0,0,MISDEMEANOR,BRANT ST
184014,2018-05-17 16:50:00,615,SCOTT,ST,1,0,nan,SCOTT ST
184138,2018-05-17 17:30:00,514,19TH,ST,1,0,MISDEMEANOR,19TH ST
183865,2018-05-17 18:20:00,241,OLD GROVE,RD,0,0,MISDEMEANOR,OLD GROVE RD
183846,2018-05-17 18:53:00,813,ILLINOIS,ST,1,0,nan,ILLINOIS ST
183855,2018-05-17 20:13:00,822,54TH,ST,1,0,nan,54TH ST
184168,2018-05-17 20:29:00,624,LINCOLN,AVE,1,0,MISDEMEANOR,LINCOLN AVE
183890,2018-05-17 20:33:00,813,UNIVERSITY,AVE,0,0,nan,UNIVERSITY AVE
183893,2018-05-17 20:40:00,521,F,ST,1,0,nan,F ST
183884,2018-05-17 21:14:00,832,UNIVERSITY,AVE,1,0,nan,UNIVERSITY AVE
183878,2018-05-17 23:00:00,312,RUEDA,DR,0,0,MISDEMEANOR,RUEDA DR
183955,2018-05-18 00:00:00,122,HORNBLEND,ST,0,0,MISDEMEANOR,HORNBLEND ST
183873,2018-05-18 00:01:00,623,HOTEL NORTH,CIR,0,0,MISDEMEANOR,HOTEL NORTH CIR
183920,2018-05-18 01:35:00,446,JARRETT,CT,0,0,MISDEMEANOR,JARRETT CT
183911,2018-05-18 04:30:00,111,CANNINGTON,DR,0,0,MISDEMEANOR,CANNINGTON DR
183889,2018-05-18 06:41:00,825,ADAMS,AVE,0,0,nan,ADAMS AVE
183908,2018-05-18 07:24:00,517,25TH,ST,1,0,nan,25TH ST
183984,2018-05-18 08:15:00,122,GARNET,AVE,1,0,nan,GARNET AVE
183896,2018-05-18 10:06:00,626,WASHINGTON,ST,1,0,nan,WASHINGTON ST
183888,2018-05-18 13:06:00,311,STONECREST,BLVD,1,0,nan,STONECREST BLVD
183887,2018-05-18 14:15:00,824,COLLWOOD,BLVD,0,0,nan,COLLWOOD BLVD
19200148,2018-05-18 14:30:00,431,ROSWELL,ST,1,0,MISDEMEANOR,ROSWELL ST
184060,2018-05-18 14:59:00,935,DEL MAR HEIGHTS,RD,0,0,nan,DEL MAR HEIGHTS RD
183907,2018-05-18 15:29:00,322,MISSION GORGE,RD,1,0,nan,MISSION GORGE RD
183895,2018-05-18 15:47:00,627,UPAS,ST,1,0,nan,UPAS ST
185006,2018-05-18 16:20:00,721,SATURN,BLVD,0,0,MISDEMEANOR,SATURN BLVD
183936,2018-05-18 16:25:00,451,54TH,ST,0,0,nan,54TH ST
184177,2018-05-18 16:29:00,442,BOSTON,AVE,0,0,nan,BOSTON AVE
184103,2018-05-18 16:30:00,234,SAN SALVADOR,CT,0,0,MISDEMEANOR,SAN SALVADOR CT
183898,2018-05-18 17:30:00,242,CAM RUIZ,,2,0,nan,CAM RUIZ 
183934,2018-05-18 18:03:00,451,BAYVIEW HEIGHTS,PL,1,0,nan,BAYVIEW HEIGHTS PL
183874,2018-05-18 19:00:00,821,EL CAJON,BLVD,0,0,MISDEMEANOR,EL CAJON BLVD
183917,2018-05-18 19:54:00,115,LA JOLLA VILLAGE,DR,0,0,MISDEMEANOR,LA JOLLA VILLAGE DR
183811,2018-05-18 20:18:00,627,CYPRESS,WAY,0,0,MISDEMEANOR,CYPRESS WAY
183885,2018-05-18 21:07:00,242,CAM RUIZ,,3,0,nan,CAM RUIZ 
183864,2018-05-18 23:13:00,246,CYPRESS VALLEY,DR,0,0,MISDEMEANOR,CYPRESS VALLEY DR
184162,2018-05-18 23:30:00,821,EL CAJON,BLVD,0,0,MISDEMEANOR,EL CAJON BLVD
183886,2018-05-18 23:43:00,531,26TH,ST,0,0,nan,26TH ST
183921,2018-05-19 00:01:00,438,SHAW,ST,0,0,MISDEMEANOR,SHAW ST
186134,2018-05-19 00:15:00,614,SUNSET CLIFFS,BLVD,0,0,MISDEMEANOR,SUNSET CLIFFS BLVD
183875,2018-05-19 00:54:00,833,EUCLID,AVE,0,0,MISDEMEANOR,EUCLID AVE
183877,2018-05-19 02:30:00,837,HOME,AVE,0,0,MISDEMEANOR,HOME AVE
183947,2018-05-19 04:03:00,122,GARNET,AVE,1,0,nan,GARNET AVE
184040,2018-05-19 04:45:00,724,HOLLISTER,ST,0,0,MISDEMEANOR,HOLLISTER ST
184085,2018-05-19 07:05:00,625,JUAN,ST,1,0,nan,JUAN ST
183869,2018-05-19 08:55:00,614,NEWPORT,AVE,0,0,MISDEMEANOR,NEWPORT AVE
192021,2018-05-19 11:20:00,712,SAN YSIDRO,BLVD,0,0,MISDEMEANOR,SAN YSIDRO BLVD
183900,2018-05-19 11:29:00,231,SPRINGHURST,DR,1,0,nan,SPRINGHURST DR
187159,2018-05-19 12:30:00,622,LINDA VISTA,RD,0,0,MISDEMEANOR,LINDA VISTA RD
183881,2018-05-19 13:10:00,614,SUNSET CLIFFS,BLVD,1,0,nan,SUNSET CLIFFS BLVD
184137,2018-05-19 14:00:00,712,SAN YSIDRO,BLVD,0,0,MISDEMEANOR,SAN YSIDRO BLVD
183901,2018-05-19 14:26:00,246,CYPRESS CANYON,RD,1,0,nan,CYPRESS CANYON RD
184067,2018-05-19 17:00:00,721,THERMAL,AVE,1,0,nan,THERMAL AVE
183906,2018-05-19 17:12:00,825,FAIRMOUNT,AVE,3,0,nan,FAIRMOUNT AVE
184077,2018-05-19 18:00:00,814,35TH,ST,0,0,nan,35TH ST
184003,2018-05-19 18:54:00,123,EAST MISSION BAY,DR,0,0,nan,EAST MISSION BAY DR
184218,2018-05-19 19:30:00,623,FASHION VALLEY,RD,6,0,nan,FASHION VALLEY RD
183915,2018-05-19 19:43:00,113,ARIANE,DR,0,0,MISDEMEANOR,ARIANE DR
184019,2018-05-19 20:00:00,614,BRIGHTON,AVE,0,0,MISDEMEANOR,BRIGHTON AVE
183891,2018-05-19 21:43:00,442,37TH,ST,0,0,nan,37TH ST
184192,2018-05-19 22:05:00,723,CORONADO,AVE,0,0,MISDEMEANOR,CORONADO AVE
183892,2018-05-19 22:35:00,511,HARBOR,DR,1,0,nan,HARBOR DR
183922,2018-05-20 00:01:00,813,FLORIDA,ST,0,0,MISDEMEANOR,FLORIDA ST
185596,2018-05-20 00:35:00,517,25TH,ST,0,0,MISDEMEANOR,25TH ST
183937,2018-05-20 02:39:00,435,CHARLENE,AVE,0,0,nan,CHARLENE AVE
183905,2018-05-20 03:34:00,825,EL CAJON,BLVD,1,0,nan,EL CAJON BLVD
183930,2018-05-20 09:48:00,115,PALMILLA,DR,1,0,nan,PALMILLA DR
183914,2018-05-20 11:13:00,116,DENVER,ST,0,0,MISDEMEANOR,DENVER ST
183951,2018-05-20 11:20:00,823,UNIVERSITY,AVE,0,0,MISDEMEANOR,UNIVERSITY AVE
183876,2018-05-20 12:30:00,611,GAINES,ST,0,0,MISDEMEANOR,GAINES ST
183926,2018-05-20 12:48:00,444,GATEWAY CENTER,DR,1,0,MISDEMEANOR,GATEWAY CENTER DR
183882,2018-05-20 14:16:00,615,SCOTT,ST,1,0,nan,SCOTT ST
183941,2018-05-20 14:28:00,326,COLLEGE,AVE,1,0,nan,COLLEGE AVE
183931,2018-05-20 14:30:00,122,GRAND,AVE,1,0,nan,GRAND AVE
183872,2018-05-20 15:35:00,625,TWIGGS,ST,0,0,MISDEMEANOR,TWIGGS ST
183925,2018-05-20 17:45:00,321,RANCHO MISSION,RD,0,0,MISDEMEANOR,RANCHO MISSION RD
184087,2018-05-20 17:58:00,621,GENESEE,AVE,1,0,nan,GENESEE AVE
183935,2018-05-20 18:19:00,446,EUCLID,AVE,1,0,nan,EUCLID AVE
183939,2018-05-20 19:10:00,515,29TH,ST,1,0,nan,29TH ST
184066,2018-05-20 20:48:00,522,01ST,AVE,1,0,nan,01ST AVE
183883,2018-05-20 20:55:00,624,LOUISIANA,ST,1,0,nan,LOUISIANA ST
183909,2018-05-20 22:45:00,512,COMMERCIAL,ST,1,0,nan,COMMERCIAL ST
183999,2018-05-20 23:45:00,834,UNIVERSITY,AVE,0,0,MISDEMEANOR,UNIVERSITY AVE
184269,2018-05-21 04:32:00,321,WARING,RD,0,0,MISDEMEANOR,WARING RD
183960,2018-05-21 07:21:00,937,CAM DEL SUR,,2,0,nan,CAM DEL SUR 
183927,2018-05-21 08:22:00,122,MCKELLAR,CT,0,0,nan,MCKELLAR CT
184058,2018-05-21 09:00:00,613,OLIPHANT,ST,0,0,nan,OLIPHANT ST
183974,2018-05-21 09:45:00,443,MAIN,ST,0,0,MISDEMEANOR,MAIN ST
183998,2018-05-21 10:00:00,822,58TH,ST,0,0,MISDEMEANOR,58TH ST
183918,2018-05-21 11:00:00,441,LOGAN,AVE,1,0,MISDEMEANOR,LOGAN AVE
184081,2018-05-21 11:35:00,524,E,ST,1,0,nan,E ST
184157,2018-05-21 12:15:00,511,32ND,ST,0,0,MISDEMEANOR,32ND ST
184362,2018-05-21 12:22:00,432,IMPERIAL,AVE,1,0,nan,IMPERIAL AVE
183959,2018-05-21 12:51:00,828,AUBURN,DR,2,0,nan,AUBURN DR
183954,2018-05-21 16:00:00,437,MEADOWBROOK,DR,0,0,MISDEMEANOR,MEADOWBROOK DR
184076,2018-05-21 18:55:00,934,EL CAMINO REAL,,0,0,nan,EL CAMINO REAL 
183952,2018-05-21 19:35:00,627,05TH,AVE,0,0,MISDEMEANOR,05TH AVE
183972,2018-05-22 03:52:00,122,DIAMOND,ST,0,0,MISDEMEANOR,DIAMOND ST
183973,2018-05-22 03:55:00,122,LAMONT,ST,0,0,MISDEMEANOR,LAMONT ST
183971,2018-05-22 04:00:00,122,MISSOURI,ST,0,0,MISDEMEANOR,MISSOURI ST
183957,2018-05-22 06:15:00,838,ORANGE,AVE,0,0,MISDEMEANOR,ORANGE AVE
183963,2018-05-22 07:18:00,611,PACIFIC,,1,0,nan,PACIFIC 
183958,2018-05-22 07:45:00,624,TEXAS,ST,0,0,MISDEMEANOR,TEXAS ST
184002,2018-05-22 08:22:00,322,MISSION GORGE,RD,0,0,MISDEMEANOR,MISSION GORGE RD
183994,2018-05-22 10:10:00,112,MT ETNA,DR,0,0,nan,MT ETNA DR
183956,2018-05-22 11:30:00,835,HOME,AVE,0,0,MISDEMEANOR,HOME AVE
184021,2018-05-22 12:53:00,614,SANTA MONICA,AVE,0,0,MISDEMEANOR,SANTA MONICA AVE
183868,2018-05-22 14:00:00,524,06TH,AVE,0,0,MISDEMEANOR,06TH AVE
183962,2018-05-22 14:28:00,824,ALTADENA,AVE,2,0,nan,ALTADENA AVE
184053,2018-05-22 14:51:00,937,CAM DEL SUR,,1,0,nan,CAM DEL SUR 
183992,2018-05-22 15:00:00,935,VIA DE LA VALLE,,1,0,nan,VIA DE LA VALLE 
183987,2018-05-22 15:23:00,529,LAUREL,ST,1,0,nan,LAUREL ST
184131,2018-05-22 17:05:00,625,JEFFERSON,ST,0,0,MISDEMEANOR,JEFFERSON ST
183964,2018-05-22 17:26:00,452,IMPERIAL,AVE,1,0,nan,IMPERIAL AVE
184015,2018-05-22 17:46:00,931,MIRAMAR,RD,2,0,nan,MIRAMAR RD
183961,2018-05-22 19:52:00,826,ORANGE,AVE,1,0,nan,ORANGE AVE
183997,2018-05-23 00:01:00,822,EL CAJON,BLVD,0,0,MISDEMEANOR,EL CAJON BLVD
184150,2018-05-23 00:01:00,122,DIAMOND,ST,1,0,nan,DIAMOND ST
183950,2018-05-23 00:26:00,122,JEWELL,ST,0,0,MISDEMEANOR,JEWELL ST
183977,2018-05-23 03:44:00,834,41ST,ST,0,0,MISDEMEANOR,41ST ST
183982,2018-05-23 06:15:00,242,MIRA MESA,BLVD,2,0,nan,MIRA MESA BLVD
183986,2018-05-23 07:20:00,837,HOME,AVE,2,0,nan,HOME AVE
183979,2018-05-23 07:26:00,446,47TH,ST,0,0,MISDEMEANOR,47TH ST
183968,2018-05-23 08:28:00,931,VISTA SORRENTO,PARKWAY,1,0,nan,VISTA SORRENTO PARKWAY
183948,2018-05-23 09:00:00,931,MARINDUSTRY,DR,0,0,MISDEMEANOR,MARINDUSTRY DR
184099,2018-05-23 12:04:00,115,TOWNE CENTRE,DR,0,0,MISDEMEANOR,TOWNE CENTRE DR
184367,2018-05-23 12:50:00,511,MAIN,ST,0,0,nan,MAIN ST
183981,2018-05-23 13:00:00,124,MIDWAY,ST,0,0,MISDEMEANOR,MIDWAY ST
184069,2018-05-23 14:10:00,713,ST ANDREWS,AVE,1,0,nan,ST ANDREWS AVE
184170,2018-05-23 14:15:00,242,CAM RUIZ,,0,0,MISDEMEANOR,CAM RUIZ 
184125,2018-05-23 16:26:00,611,KENYON,ST,0,0,MISDEMEANOR,KENYON ST
184143,2018-05-23 16:50:00,524,E,ST,1,0,nan,E ST
183990,2018-05-23 16:52:00,123,INGRAHAM,ST,1,0,nan,INGRAHAM ST
183989,2018-05-23 17:36:00,315,CAM DEL ESTE,,2,0,nan,CAM DEL ESTE 
184005,2018-05-23 18:00:00,232,WORLD TRADE,DR,0,0,MISDEMEANOR,WORLD TRADE DR
187439,2018-05-23 18:55:00,233,TWIN TRAILS,DR,1,0,nan,TWIN TRAILS DR
184201,2018-05-23 22:57:00,828,AUBURN,DR,1,0,MISDEMEANOR,AUBURN DR
184038,2018-05-24 00:01:00,326,MONTEZUMA,RD,0,0,nan,MONTEZUMA RD
184027,2018-05-24 06:05:00,712,ATHEY,AVE,1,0,MISDEMEANOR,ATHEY AVE
184000,2018-05-24 06:49:00,822,UNIVERSITY,AVE,0,0,nan,UNIVERSITY AVE
184274,2018-05-24 07:00:00,721,SATURN,BLVD,0,0,nan,SATURN BLVD
184123,2018-05-24 07:02:00,522,MARKET,ST,1,0,MISDEMEANOR,MARKET ST
184251,2018-05-24 07:06:00,522,MARKET,ST,1,0,nan,MARKET ST
184063,2018-05-24 08:16:00,521,MARKET,ST,0,0,nan,MARKET ST
184006,2018-05-24 09:56:00,514,24TH,ST,0,0,MISDEMEANOR,24TH ST
183949,2018-05-24 10:00:00,517,C,ST,0,0,MISDEMEANOR,C ST
184167,2018-05-24 13:21:00,622,FRIARS,RD,0,0,MISDEMEANOR,FRIARS RD
184155,2018-05-24 13:27:00,324,NAVAJO,RD,1,0,nan,NAVAJO RD
184018,2018-05-24 14:00:00,517,30TH,ST,1,0,nan,30TH ST
184254,2018-05-24 14:48:00,311,FRIARS,RD,0,0,nan,FRIARS RD
184068,2018-05-24 15:23:00,713,OTAY PACIFIC,DR,1,0,nan,OTAY PACIFIC DR
184034,2018-05-24 16:00:00,321,SANTO,RD,0,0,MISDEMEANOR,SANTO RD
184082,2018-05-24 16:11:00,313,KEARNY VILLA,RD,1,0,nan,KEARNY VILLA RD
184074,2018-05-24 16:30:00,721,SATURN,BLVD,0,0,nan,SATURN BLVD
184378,2018-05-24 17:00:00,611,TRUXTUN,RD,0,0,MISDEMEANOR,TRUXTUN RD
184007,2018-05-24 17:10:00,326,MONTEZUMA,RD,0,0,MISDEMEANOR,MONTEZUMA RD
184080,2018-05-24 17:25:00,313,CLAIREMONT MESA,BLVD,1,0,nan,CLAIREMONT MESA BLVD
184222,2018-05-24 17:31:00,441,OCEAN VIEW,BLVD,1,0,nan,OCEAN VIEW BLVD
184079,2018-05-24 17:47:00,315,MISSION CENTER,RD,1,0,nan,MISSION CENTER RD
184113,2018-05-24 20:33:00,115,REGENTS,RD,1,0,nan,REGENTS RD
184012,2018-05-24 21:00:00,821,ACORN,ST,2,0,nan,ACORN ST
184004,2018-05-24 23:09:00,111,DERRICK,DR,0,0,MISDEMEANOR,DERRICK DR
184009,2018-05-24 23:44:00,822,UNIVERSITY,AVE,0,0,nan,UNIVERSITY AVE
184247,2018-05-25 03:29:00,313,AERO,DR,1,0,nan,AERO DR
184036,2018-05-25 07:38:00,327,70TH,ST,0,0,MISDEMEANOR,70TH ST
184037,2018-05-25 08:00:00,321,VANDEVER,AVE,0,0,MISDEMEANOR,VANDEVER AVE
184792,2018-05-25 09:00:00,621,LINDA VISTA,RD,0,0,MISDEMEANOR,LINDA VISTA RD
184091,2018-05-25 09:00:00,115,LA JOLLA VILLAGE,DR,0,0,MISDEMEANOR,LA JOLLA VILLAGE DR
184062,2018-05-25 09:25:00,113,MORENA,BLVD,0,0,nan,MORENA BLVD
184035,2018-05-25 11:00:00,327,SARANAC,ST,0,0,MISDEMEANOR,SARANAC ST
184108,2018-05-25 11:30:00,115,GENESEE,AVE,1,0,nan,GENESEE AVE
184072,2018-05-25 11:54:00,833,WIGHTMAN,ST,1,0,nan,WIGHTMAN ST
184059,2018-05-25 12:01:00,831,ORANGE,AVE,1,0,nan,ORANGE AVE
186169,2018-05-25 13:33:00,246,SCRIPPS POWAY,PARKWAY,1,0,nan,SCRIPPS POWAY PARKWAY
184055,2018-05-25 14:00:00,836,HOME,AVE,2,0,nan,HOME AVE
184395,2018-05-25 15:00:00,124,CUVIER,ST,0,0,MISDEMEANOR,CUVIER ST
184214,2018-05-25 15:04:00,122,GARNET,AVE,1,0,nan,GARNET AVE
184030,2018-05-25 15:05:00,524,07TH,AVE,1,0,MISDEMEANOR,07TH AVE
184169,2018-05-25 15:12:00,313,OTHELLO,AVE,0,0,MISDEMEANOR,OTHELLO AVE
184133,2018-05-25 15:15:00,315,CAM DEL RIO NORTH,,0,0,MISDEMEANOR,CAM DEL RIO NORTH 
184042,2018-05-25 15:30:00,721,DAHLIA,AVE,1,0,nan,DAHLIA AVE
184159,2018-05-25 16:10:00,441,MARTIN,AVE,0,0,MISDEMEANOR,MARTIN AVE
184051,2018-05-25 17:08:00,627,UNIVERSITY,AVE,1,0,nan,UNIVERSITY AVE
184281,2018-05-25 17:23:00,611,MIDWAY,DR,0,0,MISDEMEANOR,MIDWAY DR
184322,2018-05-25 17:42:00,431,MARKET,ST,3,0,nan,MARKET ST
184144,2018-05-25 18:50:00,515,K,ST,1,0,nan,K ST
184096,2018-05-25 20:35:00,122,GARNET,AVE,0,0,MISDEMEANOR,GARNET AVE
184031,2018-05-25 20:40:00,111,MT ALIFAN,DR,1,0,MISDEMEANOR,MT ALIFAN DR
184147,2018-05-25 22:11:00,611,SPORTS ARENA,BLVD,0,0,nan,SPORTS ARENA BLVD
184897,2018-05-25 22:30:00,811,MADISON,AVE,0,0,MISDEMEANOR,MADISON AVE
184094,2018-05-25 23:06:00,122,BALBOA,AVE,0,0,MISDEMEANOR,BALBOA AVE
184047,2018-05-25 23:21:00,813,EL CAJON,BLVD,1,0,nan,EL CAJON BLVD
184278,2018-05-26 01:07:00,623,HOTEL SOUTH,CIR,0,0,MISDEMEANOR,HOTEL SOUTH CIR
184141,2018-05-26 01:25:00,122,GARNET,AVE,0,0,MISDEMEANOR,GARNET AVE
184071,2018-05-26 03:22:00,723,BEYER,WAY,0,0,nan,BEYER WAY
184443,2018-05-26 04:40:00,828,STERLING,CT,0,0,MISDEMEANOR,STERLING CT
184070,2018-05-26 06:00:00,713,LA MEDIA,RD,1,0,nan,LA MEDIA RD
184631,2018-05-26 06:39:00,433,FEDERAL,BLVD,1,0,nan,FEDERAL BLVD
184041,2018-05-26 07:10:00,521,F,ST,0,0,MISDEMEANOR,F ST
184026,2018-05-26 08:16:00,811,EL CAJON,BLVD,0,0,MISDEMEANOR,EL CAJON BLVD
184996,2018-05-26 08:48:00,123,EAST MISSION BAY,DR,0,0,MISDEMEANOR,EAST MISSION BAY DR
184057,2018-05-26 09:45:00,326,MONTEZUMA,RD,2,0,nan,MONTEZUMA RD
184095,2018-05-26 11:56:00,115,LA JOLLA VILLAGE,DR,0,0,MISDEMEANOR,LA JOLLA VILLAGE DR
184595,2018-05-26 12:00:00,934,VILLAGE,WAY,0,0,MISDEMEANOR,VILLAGE WAY
184056,2018-05-26 12:17:00,814,32ND,ST,1,0,nan,32ND ST
184086,2018-05-26 12:40:00,628,INDIA,ST,1,0,nan,INDIA ST
184054,2018-05-26 13:34:00,937,BING CROSBY,BLVD,4,0,nan,BING CROSBY BLVD
184090,2018-05-26 14:45:00,122,MISSION,BLVD,0,0,MISDEMEANOR,MISSION BLVD
184116,2018-05-26 15:05:00,233,RIDLEY,RD,1,0,nan,RIDLEY RD
184092,2018-05-26 16:00:00,124,LA JOLLA,BLVD,0,0,MISDEMEANOR,LA JOLLA BLVD
184020,2018-05-26 18:10:00,611,MIDWAY,DR,0,0,MISDEMEANOR,MIDWAY DR
184049,2018-05-26 19:00:00,438,HOPKINS,ST,0,0,MISDEMEANOR,HOPKINS ST
184044,2018-05-26 19:00:00,433,RADIO,DR,0,0,MISDEMEANOR,RADIO DR
184078,2018-05-26 19:02:00,313,CONVOY,ST,1,0,nan,CONVOY ST
184039,2018-05-26 19:21:00,522,04TH,AVE,0,0,MISDEMEANOR,04TH AVE
184224,2018-05-26 21:45:00,437,MEADOWBROOK,DR,2,0,nan,MEADOWBROOK DR
184173,2018-05-26 22:41:00,114,DIANE,AVE,0,0,MISDEMEANOR,DIANE AVE
184369,2018-05-27 00:01:00,114,CLAIREMONT MESA,BLVD,0,0,MISDEMEANOR,CLAIREMONT MESA BLVD
184130,2018-05-27 01:02:00,111,CHARGER,BLVD,0,0,MISDEMEANOR,CHARGER BLVD
184462,2018-05-27 01:27:00,451,54TH,ST,0,1,nan,54TH ST
184943,2018-05-27 01:40:00,935,DEL MAR HEIGHTS,RD,0,0,nan,DEL MAR HEIGHTS RD
184025,2018-05-27 02:35:00,825,EL CAJON,BLVD,0,0,MISDEMEANOR,EL CAJON BLVD
184089,2018-05-27 04:42:00,611,KURTZ,ST,0,0,nan,KURTZ ST
184206,2018-05-27 04:47:00,446,47TH,ST,3,0,MISDEMEANOR,47TH ST
184064,2018-05-27 10:00:00,813,HOWARD,AVE,1,0,nan,HOWARD AVE
184514,2018-05-27 14:03:00,521,14TH,ST,1,0,nan,14TH ST
184105,2018-05-27 14:30:00,822,54TH,ST,2,0,MISDEMEANOR,54TH ST
184279,2018-05-27 14:41:00,433,BROOKLYN,AVE,0,0,MISDEMEANOR,BROOKLYN AVE
184622,2018-05-27 14:57:00,521,MARKET,ST,1,0,nan,MARKET ST
184117,2018-05-27 15:20:00,243,MIRAMAR,RD,1,0,nan,MIRAMAR RD
184046,2018-05-27 15:39:00,446,WYSTONE,DR,0,0,MISDEMEANOR,WYSTONE DR
183991,2018-05-27 16:30:00,931,SORRENTO VALLEY,BLVD,1,0,nan,SORRENTO VALLEY BLVD
184093,2018-05-27 17:45:00,122,CASS,ST,0,0,MISDEMEANOR,CASS ST
184050,2018-05-27 18:00:00,441,NATIONAL,AVE,1,0,MISDEMEANOR,NATIONAL AVE
184052,2018-05-27 19:05:00,933,DEL MAR HEIGHTS,RD,1,0,nan,DEL MAR HEIGHTS RD
184511,2018-05-27 19:05:00,321,REFLECTION,DR,0,0,MISDEMEANOR,REFLECTION DR
184110,2018-05-27 20:55:00,123,INGRAHAM,ST,1,0,nan,INGRAHAM ST
184023,2018-05-27 21:00:00,611,SPORTS ARENA,BLVD,0,0,MISDEMEANOR,SPORTS ARENA BLVD
184111,2018-05-27 22:22:00,122,GARNET,AVE,1,0,nan,GARNET AVE
184045,2018-05-27 23:52:00,442,40TH,ST,0,0,MISDEMEANOR,40TH ST
184032,2018-05-28 00:01:00,822,58TH,ST,0,0,MISDEMEANOR,58TH ST
184084,2018-05-28 01:24:00,121,SAN DIEGO,PL,1,0,nan,SAN DIEGO PL
184239,2018-05-28 01:24:00,121,SAN DIEGO,PL,1,0,nan,SAN DIEGO PL
184106,2018-05-28 02:14:00,122,CROWN POINT,DR,1,0,MISDEMEANOR,CROWN POINT DR
184075,2018-05-28 02:15:00,627,04TH,AVE,0,0,nan,04TH AVE
184065,2018-05-28 02:48:00,824,54TH,ST,0,0,nan,54TH ST
184024,2018-05-28 10:30:00,627,UNIVERSITY,AVE,0,0,MISDEMEANOR,UNIVERSITY AVE
184029,2018-05-28 10:30:00,931,SEAPOINT,WAY,0,0,MISDEMEANOR,SEAPOINT WAY
184013,2018-05-28 13:32:00,315,CAM DEL RIO SOUTH,,1,0,nan,CAM DEL RIO SOUTH 
184118,2018-05-28 15:50:00,524,E,ST,1,0,nan,E ST
184293,2018-05-28 16:15:00,838,UNIVERSITY,AVE,3,0,nan,UNIVERSITY AVE
184280,2018-05-28 16:50:00,813,EL CAJON,BLVD,0,0,MISDEMEANOR,EL CAJON BLVD
184022,2018-05-28 17:47:00,614,BACON,ST,0,0,MISDEMEANOR,BACON ST
184083,2018-05-28 17:59:00,324,BISBY LAKE,AVE,1,0,nan,BISBY LAKE AVE
184088,2018-05-28 22:25:00,613,WEST POINT LOMA,BLVD,1,0,nan,WEST POINT LOMA BLVD
184216,2018-05-28 22:40:00,451,JUANITA,ST,0,0,nan,JUANITA ST
184780,2018-05-29 06:36:00,814,ADAMS,AVE,1,0,nan,ADAMS AVE
184290,2018-05-29 07:12:00,432,IMPERIAL,AVE,1,0,nan,IMPERIAL AVE
184336,2018-05-29 07:57:00,935,EL CAMINO REAL,,1,0,nan,EL CAMINO REAL 
184223,2018-05-29 08:15:00,443,DIVISION,ST,1,0,nan,DIVISION ST
184140,2018-05-29 08:30:00,835,SYCAMORE,DR,0,0,MISDEMEANOR,SYCAMORE DR
184403,2018-05-29 10:28:00,613,CENTRALOMA,DR,0,0,MISDEMEANOR,CENTRALOMA DR
184160,2018-05-29 10:49:00,822,UNIVERSITY,AVE,0,0,MISDEMEANOR,UNIVERSITY AVE
184097,2018-05-29 12:20:00,116,LEHIGH,ST,0,0,MISDEMEANOR,LEHIGH ST
184100,2018-05-29 12:37:00,243,MIRAMAR,RD,0,0,MISDEMEANOR,MIRAMAR RD
184425,2018-05-29 12:41:00,612,LYTTON,ST,1,0,nan,LYTTON ST
184244,2018-05-29 13:36:00,627,04TH,AVE,1,0,nan,04TH AVE
184126,2018-05-29 15:00:00,124,IVANHOE,AVE,0,0,MISDEMEANOR,IVANHOE AVE
184120,2018-05-29 15:49:00,313,CONVOY,ST,2,0,nan,CONVOY ST
184107,2018-05-29 16:11:00,234,AGUACATE,WAY,0,0,MISDEMEANOR,AGUACATE WAY
184122,2018-05-29 17:08:00,313,COPLEY PARK,PL,1,0,nan,COPLEY PARK PL
184098,2018-05-29 17:30:00,124,COAST,BLVD,0,0,MISDEMEANOR,COAST BLVD
184119,2018-05-29 18:00:00,313,RUFFIN,RD,2,0,nan,RUFFIN RD
184148,2018-05-29 18:40:00,836,HOME,AVE,1,0,nan,HOME AVE
184102,2018-05-29 19:33:00,931,MIRA MESA,BLVD,0,0,MISDEMEANOR,MIRA MESA BLVD
184156,2018-05-29 20:02:00,832,UNIVERSITY,AVE,1,0,nan,UNIVERSITY AVE
184927,2018-05-29 20:04:00,445,47TH,ST,1,0,FELONY,47TH ST
184112,2018-05-29 20:18:00,122,GRESHAM,ST,1,0,nan,GRESHAM ST
184240,2018-05-29 20:18:00,122,GRESHAM,ST,1,0,nan,GRESHAM ST
184179,2018-05-29 20:30:00,445,MARKET,ST,0,0,MISDEMEANOR,MARKET ST
184503,2018-05-29 21:49:00,511,MAIN,ST,0,0,nan,MAIN ST
184132,2018-05-30 01:00:00,626,PRINGLE,ST,0,0,MISDEMEANOR,PRINGLE ST
